text,translation
"[C:6:0:1]Minecarts[C:7:0:0] and [C:6:0:0]Tracks[C:7:0:0] are a convenient way to move a lot of objects around the fortress quickly, though they take a little effort to prepare.",[C:6:0:1]矿车[C:7:0:0]和[C:6:0:0]轨道[C:7:0:0]是在要塞内快速运送大量物品的便捷方式，不过需要花些功夫来准备。
[C:6:0:1]Minecarts[C:7:0:0] that move too quickly around corners will spill their contents.,[C:6:0:1]矿车[C:7:0:0]过弯时速度过快会导致货物洒出。
"[C:6:0:1]Ore[C:7:0:0] is mined underground, below the soil layers.",[C:6:0:1]矿石[C:7:0:0]在地下土壤层之下开采。
"[C:6:0:1]Plump Helmets[C:7:0:0] are edible and the default [C:6:0:0]Wagon[C:7:0:0] comes with [C:6:0:1]Plump Helmet Spawn[C:7:0:0], which are their ""seeds"".","[C:6:0:1]矮人蘑菇[C:7:0:0]可以食用，默认的[C:6:0:0]商队货车[C:7:0:0]自带[C:6:0:1]矮人蘑菇种子[C:7:0:0]，也就是它们的""种子""。"
"[C:6:0:1]Potash[C:7:0:0] is the fertilizer of choice, and it can be created in the [C:6:0:0]Ashery[C:7:0:0], using [C:6:0:1]Ash[C:7:0:0] from [C:6:0:1]Wood[C:7:0:0] burned in a [C:6:0:0]Wood Furnace[C:7:0:0].  A [C:3:0:0]Water Source[C:7:0:0] zone and a [C:6:0:1]Bucket[C:7:0:0] are also required.",[C:6:0:1]钾盐[C:7:0:0]是首选肥料，可以在[C:6:0:0]灰烬工坊[C:7:0:0]中用[C:6:0:1]木炭灰[C:7:0:0]制成，灰烬来自[C:6:0:0]木柴炉[C:7:0:0]中燃烧的[C:6:0:1]木材[C:7:0:0]。还需要一个[C:3:0:0]水源区[C:7:0:0]和一只[C:6:0:1]水桶[C:7:0:0]。
"[C:6:0:1]Skins[C:7:0:0] are tanned at the [C:6:0:0]Tanner's Shop[C:7:0:0], and made into [C:6:0:1]Clothing[C:7:0:0] at the [C:6:0:0]Leather Works[C:7:0:0].",[C:6:0:1]生皮[C:7:0:0]在[C:6:0:0]制革匠铺[C:7:0:0]鞣制，然后在[C:6:0:0]皮革工坊[C:7:0:0]制成[C:6:0:1]衣物[C:7:0:0]。
[C:6:0:1]Skins[C:7:0:0] can be obtained by butchering [C:2:0:0]Livestock[C:7:0:0] at the [C:6:0:0]Butcher's Shop[C:7:0:0].,[C:6:0:1]生皮[C:7:0:0]可以在[C:6:0:0]屠宰场[C:7:0:0]屠宰[C:2:0:0]牲畜[C:7:0:0]获得。
[C:6:0:1]Writing Material[C:7:0:0] for the [C:5:0:0]Scribes[C:7:0:0] to write on.,供[C:5:0:0]抄写员[C:7:0:0]书写用的[C:6:0:1]书写材料[C:7:0:0]。
[C:7:0:0] from the [C:5:0:1]Nobles and administrators[C:7:0:0] menu.,[C:7:0:0]，来自[C:5:0:1]贵族与行政人员[C:7:0:0]菜单。
[C:7:0:0]No evaluated wounds,[C:7:0:0]暂无已评估的创伤
[C:7:0:0]No treatment scheduled,[C:7:0:0]未安排治疗
[C:7:0:0]This is common knowledge where you are from.,[C:7:0:0]在你的家乡这是常识。
[C:7:0:0]Vision somewhat impaired,[C:7:0:0]视力部分受损
[C:7:0:1].Function totally impaired,[C:7:0:1]。功能完全丧失
[C:7:0:1].Motor nerve severed,[C:7:0:1]。运动神经被切断
[DESCRIPTION:The musician uses the,[DESCRIPTION:乐师使用
[DESCRIPTION:The strings of the instrument are attached to the,[DESCRIPTION:乐器的琴弦固定在
"[SongPicker]: Attempted to find least played song, but encountered an exception.",[SongPicker]: 尝试查找播放次数最少的歌曲时遇到异常。
[SongPicker]: Attempted to pick song from an empty shufflebag.,[SongPicker]: 尝试从空的随机袋中选取歌曲。
"[SongPicker]: Attempted to retrieve the least played song from the shufflebag, but it was null.",[SongPicker]: 尝试从随机袋中获取播放次数最少的歌曲，但它为空。
[SongPicker]: picking a song by the,[SongPicker]: 正在选取一首
"[SongWriter]: Attempted to adjust song layer volume, but was provided a layer that is null.",[SongWriter]: 尝试调整歌曲层音量，但提供的层为空。
[SongWriter]: Attempted to adjust the,[SongWriter]: 尝试调整
"[SongWriter]: Attempted to change song layer, but was provided a layer that is null.",[SongWriter]: 尝试切换歌曲层，但提供的层为空。
[SongWriter]: Created starting layer configuration.,[SongWriter]: 已创建起始层配置。
"[SongWriter]: Current song doesn't have any curated measures, so skipping configuration lookup.",[SongWriter]: 当前歌曲没有任何编排小节，跳过配置查找。
[SongWriter]: Found new unique starting layer configuration.,[SongWriter]: 找到了新的独特起始层配置。
[SongWriter]: Inflection moment will,[SongWriter]: 转折时刻将
"[SongWriter]: No curated moment present for the defined measure, so no curated layers selected.",[SongWriter]: 定义的小节没有编排时刻，因此未选择编排层。
[SongWriter]: No dynamic moments for this playthrough.,[SongWriter]: 本次演奏没有动态时刻。
"[CombatSongWriter]: Attempted to advance the group of a combat song, but a combat song was not set.",[CombatSongWriter]: 试图推进战斗乐曲的组，但尚未设置战斗乐曲。
"[CombatSongWriter]: Attempted to decrease intensity of combat song, but it's already at it's least intense.",[CombatSongWriter]: 试图降低战斗乐曲的强度，但已处于最低强度。
"[CombatSongWriter]: Attempted to increase intensity of combat song, but it's already at it's most intense.",[CombatSongWriter]: 试图提升战斗乐曲的强度，但已处于最高强度。
"[CombatSongWriter]: Attempted to play a new combat song, but it was not set.",[CombatSongWriter]: 试图播放新的战斗乐曲，但尚未设置。
[CombatSongWriter]: Getting time to wait before group #,[CombatSongWriter]: 获取组 # 播放前的等待时间
[CombatSongWriter]: No more loop layers to add to this group,[CombatSongWriter]: 此组没有更多可添加的循环层
[CombatSongWriter]: Sorting loops based on the 'intensity' property.,[CombatSongWriter]: 正在根据 'intensity' 属性对循环进行排序。
[CombatSongWriter]: Sorting stingers based on the 'order' property.,[CombatSongWriter]: 正在根据 'order' 属性对插入乐句进行排序。
[CombatSongWriter]: Starting loops from group #,[CombatSongWriter]: 开始播放组 # 的循环
[CombatSongWriter]: Starting stingers from group #,[CombatSongWriter]: 开始播放组 # 的插入乐句
[CombatSongWriter]: Stopping combat song after stingers for group #,[CombatSongWriter]: 组 # 的插入乐句结束后停止战斗乐曲
[CombatSongWriter]: Stopping loops from group #,[CombatSongWriter]: 停止组 # 的循环
[CombatSongWriter]: Synchronizing the,[CombatSongWriter]: 正在同步
[CombatSongWriter]: Synchronizing the loops for group #,[CombatSongWriter]: 正在同步组 # 的循环
[CombatSongWriter]: Waiting to fade stinger from group #,[CombatSongWriter]: 等待淡出组 # 的插入乐句
[SongWriter]: No layers to add.,[SongWriter]: 没有可添加的声部。
[SongWriter]: No layers to remove.,[SongWriter]: 没有可移除的声部。
[SongWriter]: Not re-adding the,[SongWriter]: 不重新添加
[SongWriter]: Playing all layers.,[SongWriter]: 播放所有声部。
"[SongWriter]: Reached getStartingLayers recursion limit, couldn't find unique starting layer configuration.",[SongWriter]: 达到 getStartingLayers 递归上限，找不到唯一的起始声部配置。
[SongWriter]: Rolled a d6 and got,[SongWriter]: 掷出一个六面骰，结果是
"[SongWriter]: Starting layers match the previous starting layers, attempting new layer configuration.",[SongWriter]: 起始声部与之前的起始声部相同，正在尝试新的声部配置。
"[SongWriter]: all curated configurations exhausted, so playing all layers.",[SongWriter]: 所有精选配置已用尽，改为播放所有声部。
[SongWriter]: could not find a moment.,[SongWriter]: 找不到高光时刻。
[SongWriter]: could not find curated measure from _currentSong->curatedMeasures vector:,[SongWriter]: 在 _currentSong->curatedMeasures 向量中找不到精选小节：
"[SongWriter]: curated layers match the previous curated layers, attempting new curated layer configuration.",[SongWriter]: 精选声部与之前的精选声部相同，正在尝试新的精选声部配置。
[SongWriter]: curated moment happening.,[SongWriter]: 精选高光时刻正在进行。
[SongWriter]: picked a unique new list of curated layers that hasn't been played yet.,[SongWriter]: 选出了一份尚未播放过的全新精选声部列表。
"[SongWriter]: planMoments called, but no moments to act on, so not creating a thread for them.",[SongWriter]: 调用了 planMoments，但没有可处理的时刻，因此不为其创建线程。
[SongWriter]: searching curated layer configurations for the layer configuration with the least amount of different layers.,[SongWriter]: 正在精选声部配置中搜索声部差异最少的配置。
[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]: It's such a pleasant place you've carved out for yourselves...,[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]：你们为自己开辟的这片地方真令人惬意……
[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]: Let's discuss the state of our current agreements...,[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]：让我们谈谈目前各项协议的状况……
[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]: Let's discuss what we are willing to offer for your,[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]：让我们谈谈我们愿意为你们的
[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]: Peace is calling out to us.  How do you respond?,[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]：和平在向我们呼唤。你如何回应？
"[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]: Remember, trade agreements strengthen bonds.  Please consider an import agreement next year.",[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]：请记住，贸易协议能加深彼此的纽带。请考虑在明年签订一份进口协议。
"[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]: The Mountainhomes have some need of the same goods you have requested, sadly, so there is no export agreement to be had.  We will still try to fill your needs as best we can.",[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]：遗憾的是，山中家园同样需要你们所求的那些货物，因此无法达成出口协议。我们仍会尽力满足你们的需求。
[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]: The world is the same as ever.,[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]：世界一如既往。
[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]: There is much to share...  (Information added to Civilizations/World Info),[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]：有许多见闻可与你分享……（信息已添加到文明/世界资料中）
[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]: We can part with at most,[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]：我们最多只能拿出
"[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]: Well then, we have finalized the import agreement.  Feel free to go over the documents.[B]",[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]：好了，进口协议已敲定。请随意查阅文件。[B]
[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]: You continue to impress!  I have come empowered to elevate this land in the eyes of our realm.,[C:VAR:MEETING:ACTOR][VAR:NATIVENAME:MEETING:ACTOR]：你们不断带来惊喜！我奉命前来，代表我们的王国提升这片土地的地位。
"[C:VAR:MEETING:ACTOR]is expected, and if you are able to provide some, the caravan will offer",[C:VAR:MEETING:ACTOR]在预期之内，若你能提供一些，商队将给出
[CATEGORY_NAME:Make instrument,[CATEGORY_NAME:制作乐器
[CATEGORY_NAME:Make instrument piece,[CATEGORY_NAME:制作乐器部件
[CombatSongWriter]: Advancing group from,[CombatSongWriter]：推进队伍自
"[SongWriter]: song has been stopped, so abandoning moments from song.",[SongWriter]: 歌曲已停止，正在舍弃歌曲中的片段。
[adjustLowPassFilterForPlayingSounds]: Couldn't find the new environment where the player is heading.,[adjustLowPassFilterForPlayingSounds]: 找不到玩家前往的新环境。
"[adjustLowPassFilterForPlayingSounds]: Environment changing, creating thread to low pass ambiances from",[adjustLowPassFilterForPlayingSounds]: 环境正在变化，创建线程以对环境音进行低通滤波，来源为
"[adjustLowPassFilterForPlayingSounds]: No ambiances playing, so low pass filter will not be applied.",[adjustLowPassFilterForPlayingSounds]: 没有正在播放的环境音，因此不会应用低通滤波。
"[adjustPanForPlayingSound]: Attempted to adjust pan value for a playing sound, but it was already at the provided pan value.",[adjustPanForPlayingSound]: 尝试调整正在播放的声音的声像值，但其已处于给定的声像值。
"[adjustPanForPlayingSound]: Attempted to adjust pan value for a playing sound, but the sound provided was null.",[adjustPanForPlayingSound]: 尝试调整正在播放的声音的声像值，但给定的声音为空。
"[adjustVolumeForPlayingSound]: Attempted to adjust volume for a playing sound, but it was already at the provided volume.",[adjustVolumeForPlayingSound]: 尝试调整正在播放的声音的音量，但其已处于给定的音量。
"[adjustVolumeForPlayingSound]: Attempted to adjust volume for a playing sound, but the sound provided was null.",[adjustVolumeForPlayingSound]: 尝试调整正在播放的声音的音量，但给定的声音为空。
