text,translation
becomes very focused during conversations when ,"谈话时变得非常专注,当 "
will often pause in conversation to look for the right word,经常会在谈话中停下来寻找合适的词
often touches those to whom ,经常接触那些对谁 
 is speaking, 正在讲话
will often touch others when greeting them,打招呼时经常触摸别人
often touches others during conversations when ,"在谈话中经常触及他人,当 "
has a way of arguing with those that are in agreement with ,有一种方式来与那些同意的人争论 
can't stand quiet pauses in conversations and always finds something to say,"不能忍受谈话中安静的停顿,总能找到话题"
" is nervous, ", 很紧张 
 never allows pauses to occur in conversation, 从不允许在对话中发生暂停
pauses before speaking,说话前停顿
talks about others behind their backs,在背后谈论别人
interrupts others during conversations when ,"在谈话中打断别人的发言,当 "
tends to interrupts others during conversations when ,喜欢在谈话中打断别人 
 often interrupts others during conversations, 经常在交谈中打断他人
" is excited during conversations, ", 在交谈中感到兴奋 
 often can't help interrupting others, 经常忍不住打断别人
has a habit of interrupting speakers,有打断别人说话的习惯
gives incredibly vague answers to questions,给出难以置信的模糊答案
will without fail turn any conversation to ,会毫不犹豫地将任何谈话转为 
rarely speaks,很少说话
rarely speaks when ,很少说话的时候 
has trouble speaking when ,很难说话的时候 
"'s nervous, ",很紧张 
 rarely talks, 很少会谈
rarely starts conversations,很少开始对话
has the habit of answering questions with questions,有用问题回答问题的习惯
has a habit of snapping ,有咬人的习惯 
often snaps ,经常拍照 
always snaps ,总是小憩 
's greeting somebody,正向某人打招呼
snaps ,按扣 
 repeatedly when , 反复的时候 
repeatedly snaps ,反复拍摄 
has a habit of drumming ,有敲鼓的习惯 
drums ,鼓 
's sitting down,正在坐下
" gets excited, it's easy to tell because "," 变的兴奋,这容易分辨因为 "
 drums , 鼓 
 often drums , 经常打鼓 
has a habit of scratching ,有到处乱刮的习惯 
"'s bored, ",很无聊 
 often scratches , 经常刮伤 
scratches ,抓 
tends to scratch ,想去抓破 
 quite often, 经常
 a lot, 很多
always scratches ,总是到处乱抓 
often rubs ,经常擦 
 always points at others when greeting them, 打招呼时总是指着别人
" gets exasperated, "," 被激怒, "
 often points and shakes , 经常点和震动 
shakes ,摇动 
 up and down when , 上上下下当 
points and shakes ,点和震动 
runs ,奔跑 
has a habit of running ,爱好赛跑 
occasionally cracks ,偶尔裂缝 
cracks ,裂缝 
often gives ,经常给 
 a good crack when ," 好的裂缝,当 "
's thinking hard,正在冥思苦想
 sometimes cracks , 有时会出现裂缝 
has a very distinct laugh,捧腹大笑
laughs in a unique way whenever ,用一种独特的方式笑当 
laughs in a distinct fashion when ,用一种截然不同的风格笑当 
"'s surprised, ","很惊讶, "
 has a very unique laugh, 有一种独特的笑声
has a very distinct laugh for when ,有非常有特点的笑声当 
laughs in a unique way when ,用一种独特的方式笑当 
 has more a cackle than a laugh, 啼笑皆非
 cackles when , 咯咯笑的时候 
 laughs very loudly, 大声嘲笑
 laughs very loudly whenever , 每当笑得很大声 
 laughs loudly when , 笑的很大声当 
laughs silently,默默地笑
has a nervous laugh,笑得很紧张
laughs at ,嘲笑 
 own jokes, 自己的笑话
walks as if in a terrible hurry whenever ,走路的时候好像很匆忙的样子 
 goes anywhere, 随处可去
skips wherever ,总是跳过 
 goes, 去
skips over to others when ,跳过别人的时候 
 meets them, 与他们见面
skips around when ,时跳来跳去 
walks with a confident stride,以自信的步伐行走
 in a rigid posture, 处于僵硬的姿势
"'s thinking, ",的想法.  
 body becomes very still, 身体变得非常平静
 stiffens up when , 僵硬的时候 
 tenses up when , 紧张的时候 
 becomes very rigid when , 变得非常僵硬的时候 
 has a slouching posture, 摆出懒散的姿势
slouches when ,懒散的时候 
chews ,嚼 
"'s trying to remember something, ",试图回忆一些事 
 often starts chewing on , 经常开始咀嚼 
 intently when , 认真的时候 
idly chews ,懒散的嚼 
gnaws ,啃 
tends to chew ,想要去咀嚼 
 tends to chew on , 想要去咀嚼 
 has a habit of chewing on , 有咀嚼的习惯 
gnaws on ,啃着 
 has a tendency to chew on , 有咀嚼的倾向 
has a habit of chewing on ,有咀嚼的习惯 
bites ,咬 
often bites ,经常咬人 
gives hugs out freely,随意的给与拥抱
 often greets others with a hug, 经常用拥抱迎接别人
has a nervous smile,在假笑
"When greeting others, ","在向其他人打招呼的时候, "
 always smiles nervously, 经常假笑
 become animated when , 活跃时 
 move frantically when , 疯狂地移动 
 jump all over the place when , 跳来跳去的时候 
 are animated when , 动画时 
 begin moving when , 开始移动的时候 
 speaks, 说话
stomps ,践踏 
 usually starts tapping , 通常会开始敲打 
taps ,水龙头 
 constantly when , 不断的时候 
 when there's a lull in conversation, 在谈话有停顿的时候
has a habit of tapping ,有轻拍的习惯 
lowers ,降低 
often lowers ,通常会降低 
" is speaking, ", 在讲话 
 usually lowers , 通常会降低 
often has ,经常有 
 lowered to the ground, 降到地上
has a habit of staring at others,有盯着别人看的习惯
has a certain stare for when ,对于什么时候有一定的凝视 
 gets annoyed, 变得恼怒
tends to stare unwaveringly when ,倾向于毫不动摇地盯着看当 
's speaking to somebody,对某人说话
stares intently when ,盯着什么时候 
has a menacing stare when ,有着险恶的凝视当 
is quick to wink at others,很快就会对别人眨眼
commonly winks as a form of greeting,通常眨眼表示问候
winks during conversations,爱在谈话时眨眼
winks when ,眨眼当 
 has a habit of rolling , 有打滚的习惯 
 rolls , 劳斯莱斯 
 constantly rolls , 经常滚动 
blows ,打击 
 breath out when , 呼气当 
exhales slowly and deliberately when ,缓慢而刻意地呼气当 
 starts getting bored, 开始变得无聊
exhales sharply when ,剧烈呼气当 
always takes a deep breath whenever ,每当时总是深吸一口气 
 is surprised, 很惊讶
inhales sharply when ,剧烈吸气当 
clicks ,滴答叫 
 clicks , 滴答叫 
 repeatedly, 反复
 occasionally when , 偶尔的时候 
has a habit of clicking ,有发出滴答声的习惯 
 sticks out , 突出 
 sticks out when , 坚持到底 
licks ,舔 
 frequently, 经常
"'s thinking hard, ","在努力思考, "
 has a habit of licking , 有舔舐的习惯 
tends to stretch ,想要伸展四肢 
 body after , 身体后 
 stands up, 起立
tends to stretch out when ,想要伸展四肢当 
has a habit of stretching ,有伸展四肢的习惯 
 body during pauses in conversation, 谈话停顿时的身体
 body when ," ,当 "
 tends to stretch , 想要伸展四肢 
bounces ,反弹 
 is sitting down, 正在坐下
--- Logging Sound ,--- 记录声音 
Sound file unrecognized: ,音频文件无法识别: 
Station,驻扎点
Kill ,杀 
Drive any members of ,驱动任何成员的 
Drive ,驾驶 
Cause trouble for ,造成麻烦 
Kill,杀
 various, 各个
Defend ,防守 
 etc., 等等. 
Retrieve ,找回 
Patrol ,巡逻 
Train,训练
Statue shape adj not recognized: ,无法辨别雕像形状的形容词: 
cheese graphics,奶酪贴图
Unknown cheese graphics material: ,未知的奶酪贴图材质 
boulder graphics,巨石贴图
Unknown boulder graphics material: ,未知的石头贴图材质: 
rough gem graphics,粗糙的宝石图形
Unknown rough gem graphics material: ,未知的粗糙宝石贴图材质: 
bar graphics,金属块贴图
Unknown bar graphics material: ,未知的条锭贴图材质: 
wood graphics,木头贴图
Unknown wood graphics material: ,未知的木材贴图材质: 
Failed to find CREATURE_GRAPHICS creature ,无法找到 CREATURE_GRAPHICS 生物 
Failed to find CREATURE_CASTE_GRAPHICS creature caste ,无法找到 CREATURE_CASTE_GRAPHICS 生物的社会团体 
Failed to find CREATURE_CASTE_GRAPHICS creature ,无法找到 CREATURE_CASTE_GRAPHICS 生物 
Body part not found in caste(s): ,在种姓中无法找到身体部位: 
Tileset not found,贴图未找到
 cancels , 取消 
Unscheduled,不定期的
Cannot reach site,无法到达地点
Getting married,结婚
combat,战斗
Inappropriate dig square,不合适的挖方
Area became inappropriate,区域变得不再合适
Moved,移动到
Need empty bucket,需要空桶
Need empty trap,需要空陷阱
Need empty bag,需要空袋子
Need empty cage,需要空笼子
"Need valid, active sand collection zone","需要有效的, 激活的沙子收集区域"
"Need valid, active clay collection zone","需要有效的, 激活的粘土收集区域"
No available colony,没有可用的殖民地
Sand vanished,沙子消失了
Clay vanished,粘土消失了
Incapable of carrying,无法携带
Too injured,受伤
Resting injury,受伤休养
Animal inaccessible,动物无法进入
Patient inaccessible,病人无法进入
Infant inaccessible,婴儿无法进入
No partner,没有伙伴
Item inaccessible,物品锁定
Drop-off inaccessible,无法到达的落脚点
Building inaccessible,建筑物无法进入
Area inaccessible,地点难以到达
Nothing in cage,笼子里什么都没有
Nothing to cage,没什么可笼养的
Nothing to catch,没什么可抓
No patient,没有病人
Patient not resting,病人不休息
No infant,没有婴儿
Already leading creature,已经成为领先的生物
No food available,没有食物
Water source vanished,水源消失了
No water source,没有水源
Water source contaminated,水源被污染
Creature occupying site,生物占据地盘
No bucket at well,没有桶好
Bucket full of extraneous material,铲斗里装满了多余的物质
Well dry,干得好
Need office,需要办公室
 in linked stockpile, 在链接的储物区中
Wrong ammunition,错误的弹药
Ammunition inaccessible,无法获取弹药
No ammunition,没有弹药
No item,没有物品
No weapon,没有武器
Item blocking site,物品阻塞了某个地方
Building site submerged,建筑工地被淹没
